Linux 3.0.0-clean (vai) 	09/05/2012 	_x86_64_	(2 CPU)

05:08:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:08:58 AM  all    6.50    0.00   12.00    0.00    0.00    0.00    0.00   20.00   61.50
05:08:58 AM    0   10.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   88.00
05:08:58 AM    1    3.00    0.00   22.00    0.00    0.00    0.00    0.00   40.00   35.00

05:08:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:08:59 AM  all    4.50    0.00   28.50    0.00    0.00    0.00    0.00   17.50   49.50
05:08:59 AM    0    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   95.00
05:08:59 AM    1    6.00    0.00   55.00    0.00    0.00    0.00    0.00   35.00    4.00

05:08:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:09:00 AM  all    2.50    0.00    9.00    0.00    0.00    0.00    0.00   24.00   64.50
05:09:00 AM    0    3.00    0.00    9.00    0.00    0.00    0.00    0.00   27.00   61.00
05:09:00 AM    1    2.00    0.00    9.00    0.00    0.00    0.00    0.00   21.00   68.00

05:09:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:09:01 AM  all    0.00    0.00    4.00    0.00    0.00    0.00    0.00   46.50   49.50
05:09:01 AM    0    0.00    0.00    6.00    0.00    0.00    0.00    0.00   80.00   14.00
05:09:01 AM    1    0.00    0.00    2.00    0.00    0.00    0.00    0.00   13.00   85.00

05:09:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:09:02 AM  all    0.50    0.00    7.00    0.00    0.00    0.00    0.00   43.50   49.00
05:09:02 AM    0    1.00    0.00    4.00    0.00    0.00    0.00    0.00   25.00   70.00
05:09:02 AM    1    0.00    0.00   10.00    0.00    0.00    0.00    0.00   62.00   28.00

05:09:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
05:09:03 AM  all    1.00    0.00    2.00    0.00    0.00    0.00    0.00   49.00   48.00
05:09:03 AM    0    1.00    0.00    3.00    0.00    0.00    0.00    0.00   64.00   32.00
05:09:03 AM    1    1.00    0.00    1.00    0.00    0.00    0.00    0.00   34.00   64.00

05:09:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
